stone_id,name,runic,transliteration,translation,page_url,image_url,image_filename
hnias,hnias - runfont,"ᚼᚾᛁᛅᛋ
ᚠᚢᚦᚬᚱᚴ ᛬ ᚼᚾᛁᛅᛋ ᛬ ᛏᛒᛘᛚᛦ",,,https://www.christerhamp.se/runor/hnias.html,https://www.christerhamp.se/runor/hnias-1.gif,0000_hnias_hnias___runfont.gif
DK Bl 1,DK Bl 1 - Blekinge: Åryd-sten,,fuþorkeniastblm,-,https://www.christerhamp.se/runor/gamla/dk/dkbl1.html,https://www.christerhamp.se/runor/gamla/dk/dkbl1s.jpg,0001_DK_Bl_1_DK_Bl_1___Blekinge__Åryd_sten.jpg
DK Bl 3,DK Bl 3 - Blekinge: Stentoften-sten,,niu hAborumR | niu hagestumR | hAþuwolAfR gAf j | hAriwolAfR (m)A--u snuh-e | hideRrunono fe(l)(A)h ekA h ed|erA ginoronoR herAmAlAsAR ArAgeu we(l)AdudsA þAt Side B bAriutiþ,"Med nio bockar och nio hingstar gav Hådulv godår. Herulv ... Himmelglansrunraden döljer jag här, kraftrunor. Ständigt med arghet, till död genom trolldom den som bryter det [minnesmärket]",https://www.christerhamp.se/runor/gamla/dk/dkbl3.html,https://www.christerhamp.se/runor/gamla/dk/dkbl3-1s.jpg,0002_DK_Bl_3_DK_Bl_3___Blekinge__Stentoften_sten.jpg
DK Bl 4,DK Bl 4 - Blekinge: Istaby,,Afatz hAriwulafa ¶ hAþuwulafz hAeruwulafiz hAþuwulafz hAeruwulafiz ¶ Afatz hAriwulafa warAit runAz þAiAz,"Hådulf, Hjorulfs frände, ristade dessa runor till minne av Härjulv",https://www.christerhamp.se/runor/gamla/dk/dkbl4.html,https://www.christerhamp.se/runor/gamla/dk/dkbl4s.jpg,0003_DK_Bl_4_DK_Bl_4___Blekinge__Istaby.jpg
DK Bl 5,DK Bl 5 - Blekinge: Sölvesborg-sten,,urti : (w)Aþ- ...|- : ąsM=ut (:) sunu sin :,"Vade gjorde [stenen efter] Asmund, sin son",https://www.christerhamp.se/runor/gamla/dk/dkbl5.html,https://www.christerhamp.se/runor/gamla/dk/dkbl5s.jpg,0004_DK_Bl_5_DK_Bl_5___Blekinge__Sölvesborg_sten.jpg
DK Bl 6,DK Bl 6 - Blekinge: Björketorp,,,"Mäktiga runors hemlighet dolde jag här, kraftfulla runor. Den som bryter detta minnesmärke ska ständigt plågas av arghet. Svekfull död ska drabba honom. Jag spår fördärv",https://www.christerhamp.se/runor/gamla/dk/dkbl6.html,https://www.christerhamp.se/runor/gamla/dk/dkbl6-1s.jpg,0005_DK_Bl_6_DK_Bl_6___Blekinge__Björketorp.jpg
DK Bl 8,DK Bl 8 - Blekinge: Lösen-sten 1,,ødmar : ok : reinmod,Ödmar och Reginmod,https://www.christerhamp.se/runor/gamla/dk/dkbl8.html,https://www.christerhamp.se/runor/gamla/dk/dkbl8.jpg,0006_DK_Bl_8_DK_Bl_8___Blekinge__Lösen_sten_1.jpg
DK Bl 10,DK Bl 10 - Blekinge: Lösen-sten 3,,[ANO þNI M|CCCX (i) asio (m)i) lo](t) gøræ þen(æ) [siææn | aaeiokR | þusi]n au- føþø[ir urkræiæeer],I Herrens år 1310 i Åsjö Mi lät göra denna sten och fader ...,https://www.christerhamp.se/runor/gamla/dk/dkbl10.html,https://www.christerhamp.se/runor/gamla/dk/dkbl10.jpg,0007_DK_Bl_10_DK_Bl_10___Blekinge__Lösen_sten_3.jpg
DK Bl 12,DK Bl 12 - Blekinge: Sturkö-sten,,skibarR : kuþis : raisþ... stin,Gudes skeppare reste ... sten,https://www.christerhamp.se/runor/gamla/dk/dkbl12.html,https://www.christerhamp.se/runor/gamla/dk/dkbl12s.jpg,0008_DK_Bl_12_DK_Bl_12___Blekinge__Sturkö_sten.jpg
DR BR 75,DR BR 75 - Blekinge: Tjurkö,,wurte runoz an walhakurne ** heldaz kunimudiu ***,Heldaz skrev runorna på guldet åt Kunimunduz,https://www.christerhamp.se/runor/gamla/dr/drbr75.html,https://www.christerhamp.se/runor/gamla/dr/drbr75s.jpg,0009_DR_BR_75_DR_BR_75___Blekinge__Tjurkö.jpg
Bo Hoga,Bo Hoga - Bohuslän: Hoga,,HauR/iauR i * am * tain won/þon iar o mul=a *,Hor / Jor i Ar gjorde stenen här på mulen,https://www.christerhamp.se/runor/gamla/bo/bohoga.html,https://www.christerhamp.se/runor/gamla/bo/bohogas1.jpg,0010_Bo_Hoga_Bo_Hoga___Bohuslän__Hoga.jpg
Bo Kalleby,"Bo Kalleby - Bohuslän: Kalleby, Tanum",,þrawijan * haitinaz was,-,https://www.christerhamp.se/runor/gamla/bo/bokalleby.html,https://www.christerhamp.se/runor/gamla/bo/bokallebys.jpg,0011_Bo_Kalleby_Bo_Kalleby___Bohuslän__Kalleby__Tanum.jpg
Bo NIYR 1,Bo NIYR 1 - Bohuslän: Brastads kyrka,,ma=ria mær h...e þæim er þena stæin kerþe,Jungfru Maria hjälpe honom som gjorde denna sten,https://www.christerhamp.se/runor/gamla/bo/boniyr1.html,https://www.christerhamp.se/runor/gamla/bo/boniyr1s.jpg,0012_Bo_NIYR_1_Bo_NIYR_1___Bohuslän__Brastads_kyrka.jpg
Bo NIYR 2,Bo NIYR 2 - Bohuslän: Kareby kyrka,,raþe sa er kan namn orklaski k=r=a=k,Läs den som kan namnet Torbjörn Krak,https://www.christerhamp.se/runor/gamla/bo/boniyr2.html,https://www.christerhamp.se/runor/gamla/bo/boniyr2s.jpg,0013_Bo_NIYR_2_Bo_NIYR_2___Bohuslän__Kareby_kyrka.jpg
Bo NIYR 3,Bo NIYR 3 - Bohuslän: Norums kyrka,,svæn : kærðe (m),Sven gjorde m[ig],https://www.christerhamp.se/runor/gamla/bo/boniyr3.html,https://www.christerhamp.se/runor/gamla/bo/boniyr3.jpg,0014_Bo_NIYR_3_Bo_NIYR_3___Bohuslän__Norums_kyrka.jpg
Bo NIYR 4,"Bo NIYR 4 - Bohuslän: Utby, Herrestad",,asa fu(þ)or / fu(u)or,Åsa / gudarna ...,https://www.christerhamp.se/runor/gamla/bo/boniyr4.html,https://www.christerhamp.se/runor/gamla/bo/boniyr4s.jpg,0015_Bo_NIYR_4_Bo_NIYR_4___Bohuslän__Utby__Herrestad.jpg
Bo NIYR 7,"Bo NIYR 7 - Bohuslän: Kleva, Båtslycke, Spekeröd",,fuþor{K}hniastbmlyøkhp : ion : a mik,,https://www.christerhamp.se/runor/gamla/bo/boniyr7.html,https://www.christerhamp.se/runor/gamla/bo/boniyr7-1.jpg,0016_Bo_NIYR_7_Bo_NIYR_7___Bohuslän__Kleva__Båtslycke__Spekeröd.jpg
Bo Rävsal,"Bo Rävsal - Bohuslän: Rävsal, Valla",,Hariwulfs/Hariþulfs * staina-,Hreidulfs / Herjulfs stenar,https://www.christerhamp.se/runor/gamla/bo/boravsal.html,https://www.christerhamp.se/runor/gamla/bo/boravsals.jpg,0017_Bo_Rävsal_Bo_Rävsal___Bohuslän__Rävsal__Valla.jpg
Bo Tossene,Bo Tossene - Bohuslän: Tossene,,-,-,https://www.christerhamp.se/runor/gamla/bo/botossene.html,https://www.christerhamp.se/runor/gamla/bo/botossenes.jpg,0018_Bo_Tossene_Bo_Tossene___Bohuslän__Tossene.jpg
"Dalarna: Isala, Svärdsjö","Dalarna: Isala, Svärdsjö",,u kaahlir,,https://www.christerhamp.se/runor/gamla/d/d-isala.html,https://www.christerhamp.se/runor/gamla/d/d-isala.jpg,0019_Dalarna__Isala__Svärdsjö_Dalarna__Isala__Svärdsjö.jpg
D RAÄ Silvberg 152,"D RAÄ Silvberg 152 - Dalarna: Sandvik, Silvberg",ᛏᛁᚤᛁᛚᛚᛗᛁᚾᛁᛁᚱᛁᚾᚨᛚᛏᛏᚾ,tiyillminiirinalttn,-,https://www.christerhamp.se/runor/gamla/d/draasilvberg152.html,https://www.christerhamp.se/runor/gamla/d/draasilvberg152s.jpg,0020_D_RAÄ_Silvberg_152_D_RAÄ_Silvberg_152___Dalarna__Sandvik__Si.jpg
D RAÄ Vika 182,"D RAÄ Vika 182 - Dalarna: Nyhyttan, Vika",ᛁᛁᚠᚢᛅᚦᚢᛘᛚᚱᛅᚦᛣᛁᛏᛁᚬ,iifuaþumlraþRitio,-,https://www.christerhamp.se/runor/gamla/d/draavika182.html,https://www.christerhamp.se/runor/gamla/d/draavika182s.jpg,0021_D_RAÄ_Vika_182_D_RAÄ_Vika_182___Dalarna__Nyhyttan__Vika.jpg
D Rv 3,"D Rv 3 - Dalarna: Rot, Älvdalen",,EOS afuer giol läla lrug den 29 oclober anno 1752,Erik Olsson har gjort detta tråg den 29 oktober anno 1752,https://www.christerhamp.se/runor/gamla/d/drv3.html,https://www.christerhamp.se/runor/gamla/d/drv3s.jpg,0022_D_Rv_3_D_Rv_3___Dalarna__Rot__Älvdalen.jpg
D Rv 20,"D Rv 20 - Dalarna: Blyberg, Älvdalen",,anders olsun . hafer . giort . sklä . utaf : grån . at . hån . skal . giära : sina : tinest 1608 PMMLD 1726,Anders Olsson har gjort skålen av gran att hon ska göra sin tjänst. 1608.,https://www.christerhamp.se/runor/gamla/d/drv20.html,https://www.christerhamp.se/runor/gamla/d/drv20s.jpg,0023_D_Rv_20_D_Rv_20___Dalarna__Blyberg__Älvdalen.jpg
D Rv 29A,D Rv 29A - Dalarna: Älvdalen,,KMD -ad cad gät ai år 1799,[har] gått ... år 1799,https://www.christerhamp.se/runor/gamla/d/drv29a.html,https://www.christerhamp.se/runor/gamla/d/drv29as.jpg,0024_D_Rv_29A_D_Rv_29A___Dalarna__Älvdalen.jpg
D Rv 40,D Rv 40 - Dalarna: Älvdalen,,EES M1D7CCL8XX0X den XXVIII iuli då : uar : ui : är : i stak : kiön : en : uiko oc : in : tet : ber : gat : gug : nåde : os : 1783 den 19 iuli om afton kom et bod som war för suårt LSS A C,"Erik Ersson 1780 den 28 juli, då var vi här i Stackkölen en vecka och intet bärgat. Gud nåde oss. 1783 den 19 juli om aftonen kom ett bud som var för svårt. Lars Larsson.",https://www.christerhamp.se/runor/gamla/d/drv40.html,https://www.christerhamp.se/runor/gamla/d/drv40s.jpg,0025_D_Rv_40_D_Rv_40___Dalarna__Älvdalen.jpg
D Rv 41,D Rv 41 - Dalarna: Älvdalen,,1696 AED oc : tå : uar : ett : suårt : ugers : år oc : dyr : tiid gudh bettre EMS,1696 Anna Ersdotter och då var ett svårt hungersår och dyrtid. Gud bättre! Erik Mattsson,https://www.christerhamp.se/runor/gamla/d/drv41.html,https://www.christerhamp.se/runor/gamla/d/drv41s.jpg,0026_D_Rv_41_D_Rv_41___Dalarna__Älvdalen.jpg
D Rv 62,"D Rv 62 - Dalarna: Västermyckeläng, Älvdalen",,den : 30 : dec : tember datum gnåsta PMS ano 1716,Den 30 december datum Gnåsta Per Matsson anno 1716,https://www.christerhamp.se/runor/gamla/d/drv62.html,https://www.christerhamp.se/runor/gamla/d/drv62s.jpg,0027_D_Rv_62_D_Rv_62___Dalarna__Västermyckeläng__Älvdalen.jpg
D Rv 74,"D Rv 74 - Dalarna: Billingsbodarna, Älvdalen",,ANO 1730 LIS OMS OOS ALS IRS NLS : dne : 11 : iulius är går mycyen mat på tnta bordnt vnlnst end som adn så mycit amne,Anno 1730 [initialer till sex personnamn] den 11 juli. Här går mycken mat på detta bordet. Väles den som hade så mycket. Amen.,https://www.christerhamp.se/runor/gamla/d/drv74.html,https://www.christerhamp.se/runor/gamla/d/drv74s.jpg,0028_D_Rv_74_D_Rv_74___Dalarna__Billingsbodarna__Älvdalen.jpg
D Rv 77,D Rv 77 - Dalarna: Älvdalen,,ulåfä : sfä : kart ulåfä : afä kart,Olof har gjort,https://www.christerhamp.se/runor/gamla/d/drv77.html,https://www.christerhamp.se/runor/gamla/d/drv77s.jpg,0029_D_Rv_77_D_Rv_77___Dalarna__Älvdalen.jpg
D Rv 163,"D Rv 163 - Dalarna: Orsbleck Ollargården, Orsa",,OEohk ierk ulsun an afer gort lofted 1635 ierk årdesu afer gort lo ...,OE OHK Erik Olsson han har gjort loftet 1635 Erik detta år har gjort loftet,https://www.christerhamp.se/runor/gamla/d/drv163.html,https://www.christerhamp.se/runor/gamla/d/drv163s.jpg,0030_D_Rv_163_D_Rv_163___Dalarna__Orsbleck_Ollargården__Orsa.jpg
D Rv 263,D Rv 263 - Dalarna: Mora,,"kes⁝ten ⁝ swens⁝dot⁝ter spi⁝la ⁝ i ⁝ one kvla år 1846 a :a:men ⁝ idag föd ⁝ år 1827
(bomärke) i jimlen råkas wi far⁝wel ⁝ mit ⁝ iärta säger","Kerstin Svensdotter spelade i hornet (och) kulade år 1846 a, amen i dag, född år 1827. (bomärke) I himlen råkas vi, farväl mitt hjärta säger.",https://www.christerhamp.se/runor/gamla/d/drv263.html,https://www.christerhamp.se/runor/gamla/d/drv263s.jpg,0031_D_Rv_263_D_Rv_263___Dalarna__Mora.jpg
D Skansvakten 1977;16,D Skansvakten 1977;16 - Dalarna: Älvdalen,,detta bärträ gorde jag den 10 september 1907 oos,,https://www.christerhamp.se/runor/gamla/d/dskansvakten1977.html,https://www.christerhamp.se/runor/gamla/d/dskansvakten1977s.jpg,0032_D_Skansvakten_1977_16_D_Skansvakten_1977_16___Dalarna__Älvda.jpg
G 1,G 1 - Gotland: Sundre kyrka,,ro(l)aikr : lit : giara : (s)(t)(a)(i)[n] : ok : skia=ra : yfir : rofin : broþor : sin,"Rodleik lät resa och hugga stenen över Rodfinn, sin broder",https://www.christerhamp.se/runor/gamla/g/g1.html,https://www.christerhamp.se/runor/gamla/g/g1s.jpg,0033_G_1_G_1___Gotland__Sundre_kyrka.jpg
G 2,G 2 - Gotland: Sundre kyrka,,[+ beþa^r : marþa] : [liþ] : gera : þinna : sþa^n : yifir : sina : kuno : o^k : sin : ba^rn :,Peter lät göra denna sten över sin hustru och sina barn,https://www.christerhamp.se/runor/gamla/g/g2.html,https://www.christerhamp.se/runor/gamla/g/g2s.jpg,0034_G_2_G_2___Gotland__Sundre_kyrka.jpg
G 3,G 3 - Gotland: Sundre kyrka,,[... ...garþum : lit : geara : mi]k : yfir : sina : (h)(u)(s)proiiu : ha^ldiia^uþu : hua^r : sum : biiþur : fyrri : henna... ...,... -gårda lät göra mig över sin hustfu Halldjaud. Den som ber för henne ...,https://www.christerhamp.se/runor/gamla/g/g3.html,https://www.christerhamp.se/runor/gamla/g/g3s.jpg,0035_G_3_G_3___Gotland__Sundre_kyrka.jpg
G 8,"G 8 - Gotland: Sigraifs, Vamlingbo",,olafr : (s)uþr * giarþi us,Olaf Suder gjorde oss,https://www.christerhamp.se/runor/gamla/g/g8.html,https://www.christerhamp.se/runor/gamla/g/g8s.jpg,0036_G_8_G_8___Gotland__Sigraifs__Vamlingbo.jpg
G 10,G 10 - Gotland: Vamlingbo,,- raþ| |þu ...-kui...us...,tyd du ...,https://www.christerhamp.se/runor/gamla/g/g10.html,https://www.christerhamp.se/runor/gamla/g/g10s.jpg,0037_G_10_G_10___Gotland__Vamlingbo.jpg
G 13,G 13 - Gotland: Hamra kyrka,,iakoub[ar : ... kiara : s]tain : biþin : [bynir : iþrar : fyrir : sealu ...þuiar : k... : ...f]i : kaira : [s-a(s)l- : ...n... ...fb...tekum :] binidikta : in [m(u)... ...sk risti mik],Jakob lät göra stenen. Be era böner för Rudvis själ ... ristade mig,https://www.christerhamp.se/runor/gamla/g/g13.html,https://www.christerhamp.se/runor/gamla/g/g13s.jpg,0038_G_13_G_13___Gotland__Hamra_kyrka.jpg
G 14,G 14 - Gotland: Hamra kyrka,,[+ sial : synkr : litu : a--o : ki... aktr : r--] faþur : [... + guþ : han : barma : sik ...þk...anl...rþas : s :· siman : ier...],Sju söner lät göra [stenen] efter ... sin fader ... Gud han förbarme sig ...,https://www.christerhamp.se/runor/gamla/g/g14.html,https://www.christerhamp.se/runor/gamla/g/g14s.jpg,0039_G_14_G_14___Gotland__Hamra_kyrka.jpg
G 18,G 18 - Gotland: Hamra kyrka,,-,-,https://www.christerhamp.se/runor/gamla/g/g18.html,https://www.christerhamp.se/runor/gamla/g/g18s.jpg,0040_G_18_G_18___Gotland__Hamra_kyrka.jpg
G 20,G 20 - Gotland: Hamra kyrka,,m^naus : s^kris,Magnus ...,https://www.christerhamp.se/runor/gamla/g/g20.html,https://www.christerhamp.se/runor/gamla/g/g20s.jpg,0041_G_20_G_20___Gotland__Hamra_kyrka.jpg
G 21,G 21 - Gotland: Öja kyrka,,÷ iakaubs : synir : a burh : litu : g(i)(a)(r)a : stain : yvir : faþur : sen : ok : [b]roþur : sen : hera : [ni]kulas : sum : (o)ra : (k)irkiu : ati : men : guþ : uildi : biþ[i]n : fyri : þ(a)ira : sialum : ok : hehualdi : ... : syni : þair : huilas : hier : undir * o=le : (l)uþa=r : gia=rþi : mik,"Jakobs söner i Burg lär göra stenen över sin fader och broder, herr Niklas, som ägde vår kyrka medan Gud ville. Be för deras själar och för Hegvald ... son. De vilar härunder. Ole gjorde mig.",https://www.christerhamp.se/runor/gamla/g/g21.html,https://www.christerhamp.se/runor/gamla/g/g21s.jpg,0042_G_21_G_21___Gotland__Öja_kyrka.jpg
G 24,G 24 - Gotland: Öja kyrka,,... sta-- y---r sen : s...,... sten över sin son ...,https://www.christerhamp.se/runor/gamla/g/g24.html,https://www.christerhamp.se/runor/gamla/g/g24s.jpg,0043_G_24_G_24___Gotland__Öja_kyrka.jpg
G 25,G 25 - Gotland: Öja kyrka,,... ok : ...h : am--...,-,https://www.christerhamp.se/runor/gamla/g/g25.html,https://www.christerhamp.se/runor/gamla/g/g25s.jpg,0044_G_25_G_25___Gotland__Öja_kyrka.jpg
G 26,G 26 - Gotland: Öja kyrka,,÷ ...kl : ai--era-...tae... : ...k--...,-,https://www.christerhamp.se/runor/gamla/g/g26.html,https://www.christerhamp.se/runor/gamla/g/g26s.jpg,0045_G_26_G_26___Gotland__Öja_kyrka.jpg
G 27,G 27 - Gotland: Öja kyrka,,...al--...ri... ok b--a=r kiarþu mik,... och Peter gjorde mig,https://www.christerhamp.se/runor/gamla/g/g27.html,https://www.christerhamp.se/runor/gamla/g/g27s.jpg,0046_G_27_G_27___Gotland__Öja_kyrka.jpg
G 28,G 28 - Gotland: Fide kyrka,,(h)(e)(h)laikr : kiarþ:i stan (þ)ani [: ...(r)(i)(n) :] ok : auþulfr :: þaiR litu : g[i(a)^(r)... ...],Heglaik gjorde denna sten. Katrin (?) och Audulf lär göra ...,https://www.christerhamp.se/runor/gamla/g/g28.html,https://www.christerhamp.se/runor/gamla/g/g28s.jpg,0047_G_28_G_28___Gotland__Fide_kyrka.jpg
G 31,G 31 - Gotland: Fide kyrka,,A: ihesus : na(s)arenus ¶ iacobus ¶ lu (l)aurencius ¶ m(u)ttonmu- B: olauir C: 	þauþi : i braiþu^ki(u)(m),"Jesus av Nasaret, Jakob, Laurentius Olaf -",https://www.christerhamp.se/runor/gamla/g/g31.html,https://www.christerhamp.se/runor/gamla/g/g31a-1s.jpg,0048_G_31_G_31___Gotland__Fide_kyrka.jpg
G 32,"G 32 - Gotland: Anderse, Fide",,...o : sunutahr ... ...--...,... söndag ...,https://www.christerhamp.se/runor/gamla/g/g32.html,https://www.christerhamp.se/runor/gamla/g/g32.jpg,0049_G_32_G_32___Gotland__Anderse__Fide.jpg
G 33,G 33 - Gotland: Näs kyrka,,+ ruþui : af ronum : hehuiþa burna : i hangnasteþu- : (h)(a)(n) lit gera stain : yuir sen : husbonda botulf (o)k o^laf sen su^n biþin firi þaira sialum,"Rudvi från Rone, dotter till Hägvid i Hagnestäde, hon lät göra stenen över sin man Botulv och sin
son Olav. Be för deras själar!",https://www.christerhamp.se/runor/gamla/g/g33.html,https://www.christerhamp.se/runor/gamla/g/g33s.jpg,0050_G_33_G_33___Gotland__Näs_kyrka.jpg
G 34,G 34 - Gotland: Näs kyrka,,+ -ik-(i)(þ)(r) : kr-k(u)-(r)fi h-- lit gera hua-... ...þiauþu : sina : husfruy... ... synir : ... : (k)---uiþi... +,"... lät göra gravvalv ... -tjaud, sin hustru ... söner ...",https://www.christerhamp.se/runor/gamla/g/g34.html,https://www.christerhamp.se/runor/gamla/g/g34s.jpg,0051_G_34_G_34___Gotland__Näs_kyrka.jpg
G 35,G 35 - Gotland: Grötlingbo kyrka,,×· katrin : ioans : husfyra : i sundru : han : lit : giara : þina : stain : yfir : moþur sina : botiauþu : iak[o]bs : kunu : sihlaihs:arf(a) : biþin : f(i)(r)(i) (h)enar : sial : bater : noster :×,"Katrin, Johans husfru i Sundre, hon lät göra denna sten över sin moder Bottjaud, hustru till Jakob Siglaiks arvinge. Be för hennes själ Pater noster.",https://www.christerhamp.se/runor/gamla/g/g35.html,https://www.christerhamp.se/runor/gamla/g/g35s.jpg,0052_G_35_G_35___Gotland__Grötlingbo_kyrka.jpg
G 36,G 36 - Gotland: Grötlingbo kyrka,,[+ b(o)tair mais(t)eri : kiarþi : stain : epter : bo]taaþi : ho=usfreu sina : iakus : burnu l : uetabrhum : uar hera : naþi : þaira sial : (a)ltra : [me(n)is--air(a)] oli : hiak r:unir þisar : þesun : buais,"Magister Botgeir gjorde stenen efter Botheid, sin husfru, barn till Jakob i Vetaborg. Vår herres nåd över deras själar, alla människor. Ole högg dessa runor ...",https://www.christerhamp.se/runor/gamla/g/g36.html,https://www.christerhamp.se/runor/gamla/g/g36s.jpg,0053_G_36_G_36___Gotland__Grötlingbo_kyrka.jpg
G 37,G 37 - Gotland: Grötlingbo kyrka,,botuat(r) * ----(k) : heruþr : litu : stain : þena : (e)(f)... ...uþ : (m)... ...,Botvat ... Herröd lät denna sten efter ... moder ...,https://www.christerhamp.se/runor/gamla/g/g37.html,https://www.christerhamp.se/runor/gamla/g/g37s.jpg,0054_G_37_G_37___Gotland__Grötlingbo_kyrka.jpg
G 42,G 42 - Gotland: Havdhems kyrka,,÷ k(a)t^rin : vestir:ga^rdum : (l)i[t] : gi[a]^ra : tinna : stai(n) : yvir : sina : modur : but^uiu : si-[t]rihks : ...,"Katrin i Västergårda lät göra denna sten över sin moder Botvi, Sigtryggs ...",https://www.christerhamp.se/runor/gamla/g/g42.html,https://www.christerhamp.se/runor/gamla/g/g42s.jpg,0055_G_42_G_42___Gotland__Havdhems_kyrka.jpg
G 43,G 43 - Gotland: Havdhems kyrka,,...(u)[þ ·] n[aþe] : hena^r : [sial] : (b)[iþ]... ...---ri...-[t]ur... [f]yri : (h)(i)... ...(t)(a)-...,... Gud nåde hennes själ. Be ... för henne ...,https://www.christerhamp.se/runor/gamla/g/g43.html,https://www.christerhamp.se/runor/gamla/g/g43s.jpg,0056_G_43_G_43___Gotland__Havdhems_kyrka.jpg
G 46,G 46 - Gotland: Eke kyrka,,---ai(f)(r) ...- (l)i(t) : gia(r)[a] : sain : eftiR : kun[u : s]in[a : e]striþi : ok * [m]...,Sigraiv ... lät göra stenen efter sin hustru Estrid och ...,https://www.christerhamp.se/runor/gamla/g/g46.html,https://www.christerhamp.se/runor/gamla/g/g46s.jpg,0057_G_46_G_46___Gotland__Eke_kyrka.jpg
G 48,G 48 - Gotland: Eke kyrka,,[arum ÷ ...bti(r) ÷ ...u... ÷ biyrþ ÷ þusinn ÷ ithuntraþ ÷ at ÷ ok ÷ sekstih ÷ ... ... ÷ kirkia] malaþ ÷ bu ÷ ra [?ur ÷ sif...na ÷ kari ÷ (a)-l(e) ÷ na^uþ] [i(r)a^l ru--r],Året efter ... födelse 1161 ... kyrkan målad BU RA ...,https://www.christerhamp.se/runor/gamla/g/g48.html,https://www.christerhamp.se/runor/gamla/g/g48s.jpg,0058_G_48_G_48___Gotland__Eke_kyrka.jpg
G 50,G 50 - Gotland: Eke kyrka,,olaus : iacobi : nil : m : d : l- : u :,Olov Jakobsson,https://www.christerhamp.se/runor/gamla/g/g50.html,https://www.christerhamp.se/runor/gamla/g/g50s.jpg,0059_G_50_G_50___Gotland__Eke_kyrka.jpg
G 54 C,G 54 C - Gotland: Rone kyrka,,· k(s) · statr hoar : kuz nri,-,https://www.christerhamp.se/runor/gamla/g/g54c.html,https://www.christerhamp.se/runor/gamla/g/g54cs.jpg,0060_G_54_C_G_54_C___Gotland__Rone_kyrka.jpg
G 54 D,G 54 D - Gotland: Rone kyrka,,maria iuan-,Maria Johan[nes],https://www.christerhamp.se/runor/gamla/g/g54d.html,https://www.christerhamp.se/runor/gamla/g/g54ds.jpg,0061_G_54_D_G_54_D___Gotland__Rone_kyrka.jpg
G 55,G 55 - Gotland: Hemse kyrka,,÷ bo--- : oka...-...s(a)rfa : h-- : l-t : (h)-ga : hina : stan : yvir : (b)udaitu : af hah:h-b- k : til : aukarsarfa + ta en : iak : uar · (s)krivaþ : (t)a uar : (h)ahal · sunudah:r · untir-aþr : b-imstafr ++ i tolf:te : r(a)(d)(u) taflu + betar · aukar·sarfa · han skr-if mik · amen ·,"Bot- från Oxarve(?) han/hon lät hugga denna sten över Budaid(?) från Hageby och till Oxarve. Då jag blev skriven, då var runan ᚼ söndagsbokstav, ᛦ primstav i tolfte raden på tavlan [1459]. Peter i Oxarve han skrev mig. Amen.",https://www.christerhamp.se/runor/gamla/g/g55.html,https://www.christerhamp.se/runor/gamla/g/g55s.jpg,0062_G_55_G_55___Gotland__Hemse_kyrka.jpg
G 56,G 56 - Gotland: Hemse kyrka,,fuþorkhfuþorkh fuþorkhfuþorkhfuþorkhfuþorkhfuþorkh fuþorkhfuþorkhfuþorkhfuþorkhfuþork fuþorkhfuþorkhfuþork fuþorkhfuþorkhfuþorkhfu fuþorkhfuþorkhfuþork,fuþorkh fuþorkh ...,https://www.christerhamp.se/runor/gamla/g/g56.html,https://www.christerhamp.se/runor/gamla/g/g56s.jpg,0063_G_56_G_56___Gotland__Hemse_kyrka.jpg
G 59,G 59 - Gotland: Hablingbo kyrka,,· hlkaiR · auk · frusti · a-(k) · atli · (þ)... ... · heftiR in...- · iþiuf... ...ku-n ·,Hallgair och Fruste och Atle de ... efter ...,https://www.christerhamp.se/runor/gamla/g/g59.html,https://www.christerhamp.se/runor/gamla/g/g59-1s.jpg,0064_G_59_G_59___Gotland__Hablingbo_kyrka.jpg
G 61,G 61 - Gotland: Hablingbo kyrka,,... botkair ... kiara ...,... Botgair ... göra ...,https://www.christerhamp.se/runor/gamla/g/g61.html,https://www.christerhamp.se/runor/gamla/g/g61s.jpg,0065_G_61_G_61___Gotland__Hablingbo_kyrka.jpg
G 63,G 63 - Gotland: Silte kyrka,,: fa^rgair : lit : mik : [(g)]iea^ra : (y)fer : s[in : fa^þ]ur : u[k] : moþ[o]r [:] b[ot]frir : [ok] : [ruþui : ok : auþuatr] : ok : mik :[+] (k)[rist]r : ma[i]u : sun na^þi : a^lum : sum : hiea^r : huila^s : uair : uk aLum : krisnum : si(a)[l+]um,"Fargair lät göra mig över sin fader och moder Botfrid och Rudvi, och Audvatr (el. Audvaldr) [högg]
mig. Krist, Marias son, vare nådig mot alla, som här under vila, och mot alla kristna själar.",https://www.christerhamp.se/runor/gamla/g/g63.html,https://www.christerhamp.se/runor/gamla/g/g63s.jpg,0066_G_63_G_63___Gotland__Silte_kyrka.jpg
G 64,G 64 - Gotland: Silte kyrka,,biþhin fyri botuiþha : sial ranguals arua,"Be för Botvids, Ragnvalds arvinges, själ",https://www.christerhamp.se/runor/gamla/g/g64.html,https://www.christerhamp.se/runor/gamla/g/g64s.jpg,0067_G_64_G_64___Gotland__Silte_kyrka.jpg
